,0
107766,28
107767,4
107768,7
107769,19
107770,25
107771,33
107772,46
107773,46
107774,19
107775,65
107776,102
107777,63
107778,15
107779,0
107780,-14
107781,-43
107782,-9
107783,42
107784,22
107785,39
107786,41
107787,-4
107788,-29
107789,-36
107790,-51
107791,44
107792,36
107793,54
107794,27
107795,30
107796,54
107797,85
107798,9
107799,-2
107800,109
107801,70
107802,26
107803,206
107804,183
107805,47
107806,5
107807,97
107808,-9
107809,-24
107810,116
107811,74
107812,-10
107813,106
107814,106
107815,8
107816,39
107817,89
107818,64
107819,-8
107820,134
107821,40
107822,7
107823,90
107824,93
107825,65
107826,74
107827,168
107828,17
107829,-25
107830,112
107831,12
107832,-73
107833,36
107834,86
107835,41
107836,62
107837,145
107838,53
107839,-18
107840,99
107841,101
107842,8
107843,13
107844,93
107845,11
107846,16
107847,80
107848,79
107849,28
107850,28
107851,101
107852,62
107853,20
107854,125
107855,56
107856,-56
107857,-39
107858,12
107859,-39
107860,-108
107861,50
107862,52
107863,-52
107864,-6
107865,98
107866,-48
107867,-69
107868,58
107869,-7
107870,-49
107871,13
107872,82
107873,-8
107874,-69
107875,45
107876,-37
107877,-80
107878,12
107879,138
107880,64
107881,19
107882,92
107883,42
107884,2
107885,120
107886,76
107887,3
107888,26
107889,127
107890,11
107891,-10
107892,71
107893,40
107894,-24
107895,63
107896,51
107897,-9
107898,72
107899,66
107900,3
107901,-21
107902,60
107903,-2
107904,-51
107905,72
107906,18
107907,-27
107908,38
107909,48
107910,-41
107911,10
107912,61
107913,-16
107914,-47
107915,75
107916,44
107917,-68
107918,74
107919,92
107920,2
107921,7
107922,29
107923,0
107924,-14
107925,130
107926,22
107927,-32
107928,70
107929,31
107930,-49
107931,29
107932,73
107933,12
107934,-31
107935,70
107936,-19
107937,-70
107938,49
107939,60
107940,-28
107941,-37
107942,48
107943,11
107944,-53
107945,59
107946,4
107947,-25
107948,-8
107949,64
107950,15
107951,-26
107952,86
107953,67
107954,-38
107955,36
107956,73
107957,-35
107958,-21
107959,107
107960,21
107961,-45
107962,30
107963,27
107964,-81
107965,-42
107966,-3
107967,-17
107968,-42
107969,0
107970,2
107971,-68
107972,-55
107973,32
107974,-32
107975,-38
107976,50
107977,13
107978,-15
107979,-3
107980,7
107981,-29
107982,-51
107983,-34
107984,-11
107985,-95
107986,-8
107987,-18
107988,-58
107989,36
107990,3
107991,-38
107992,6
107993,-4
107994,-23
107995,-42
107996,-38
107997,-17
107998,-92
107999,-8
108000,-47
108001,-72
108002,10
108003,1
108004,10
108005,-11
108006,-26
108007,-22
108008,-35
108009,-70
108010,-90
108011,-32
108012,-11
108013,-45
108014,-13
108015,28
108016,-34
108017,-76
108018,10
108019,-48
108020,-68
108021,-43
108022,-40
108023,-81
108024,-11
108025,-19
108026,-78
108027,-11
108028,13
108029,-45
108030,-6
108031,-38
108032,-75
108033,-19
108034,-57
108035,-117
108036,-63
108037,-17
108038,-72
108039,-58
108040,4
108041,-27
108042,-85
108043,-31
108044,-64
108045,-84
108046,-26
108047,-2
108048,-45
108049,-42
108050,-21
108051,-36
108052,-5
108053,-42
108054,-63
108055,3
108056,-2
108057,-50
108058,-53
108059,-55
108060,-43
108061,-17
108062,-16
108063,-4
108064,-25
108065,2
108066,-19
108067,-44
108068,7
108069,-59
108070,-77
108071,-68
108072,-15
108073,-44
108074,-29
108075,-15
108076,-38
108077,-15
108078,-7
108079,-55
108080,-7
108081,-36
108082,-41
108083,-58
108084,-65
108085,-67
108086,-60
108087,-33
108088,-28
108089,-63
108090,-41
108091,-18
108092,-35
108093,-27
108094,-15
108095,-70
108096,-68
108097,-78
108098,-111
108099,-52
108100,-37
108101,-31
108102,-54
108103,-30
108104,-22
108105,-15
108106,-7
108107,-23
108108,-45
108109,-48
108110,-26
108111,-34
108112,-71
108113,-31
108114,-60
108115,-3
108116,-26
108117,-17
108118,-7
108119,-35
108120,-7
108121,-32
108122,-18
108123,-36
108124,-55
108125,-48
108126,-65
108127,-45
108128,-31
108129,-59
108130,-27
108131,-74
108132,-29
108133,-33
108134,-32
108135,-29
108136,-7
108137,-34
108138,-10
108139,-40
108140,-55
108141,-130
108142,-50
108143,-54
108144,-39
108145,-50
108146,-43
108147,-36
108148,-3
108149,-48
108150,4
108151,-40
108152,-41
108153,-50
108154,-80
108155,-54
108156,-42
108157,-46
108158,-38
108159,-55
108160,-42
108161,-68
108162,-35
108163,-17
108164,-31
108165,-22
108166,-23
108167,-22
108168,-18
108169,-21
108170,-28
108171,-45
108172,-28
108173,-77
108174,-63
108175,-54
108176,-43
108177,-45
108178,-77
108179,-51
108180,-76
108181,-26
108182,1
108183,-40
108184,-32
108185,-51
108186,-82
108187,-61
108188,-37
108189,-22
108190,-26
108191,-21
108192,-69
108193,-46
108194,-39
108195,-46
108196,-58
108197,-44
108198,-62
108199,-47
108200,-41
108201,-49
108202,-39
108203,-29
108204,-44
108205,-58
108206,-47
108207,-39
108208,-49
108209,-31
108210,-38
108211,-44
108212,13
108213,-18
108214,-21
108215,-51
108216,-36
108217,-80
108218,-36
108219,-65
108220,-70
108221,-39
108222,-48
108223,-34
108224,-47
108225,-91
108226,-40
108227,-103
108228,-49
108229,-55
108230,-50
108231,-94
108232,-44
108233,-12
108234,-58
108235,-49
108236,-40
108237,-91
108238,-114
108239,-66
108240,-60
108241,-150
108242,-54
108243,-77
108244,-102
108245,-134
108246,-25
108247,-131
108248,-105
108249,-30
108250,-94
108251,-127
108252,-51
108253,-17
108254,-120
108255,-117
108256,-37
108257,-60
108258,-158
108259,-92
108260,-46
108261,-73
108262,-78
108263,-10
108264,-38
108265,-117
108266,-108
108267,22
108268,-61
108269,-123
108270,-45
108271,-47
108272,-92
108273,-83
108274,-21
108275,-51
108276,-93
108277,-59
108278,38
108279,-60
108280,-125
108281,-51
108282,-21
108283,-134
108284,-83
108285,-34
108286,-63
108287,-111
108288,-38
108289,-30
108290,-110
108291,-47
108292,13
108293,-75
108294,-101
108295,-76
108296,-6
108297,-100
108298,-77
108299,-34
108300,-63
108301,-139
108302,-25
108303,-26
108304,-91
108305,-100
108306,-29
108307,-32
108308,-143
108309,-87
108310,14
108311,-31
108312,-84
108313,-52
108314,-8
108315,-78
108316,-59
108317,-14
108318,-17
108319,-98
108320,-72
108321,10
108322,0
108323,-97
108324,-44
108325,19
108326,-4
108327,-103
108328,-35
108329,4
108330,-69
108331,-90
108332,0
108333,21
108334,-56
108335,-48
108336,18
108337,-33
108338,-85
108339,-51
108340,-7
108341,-32
108342,-101
108343,-23
108344,-4
108345,-111
108346,-70
108347,-3
108348,-57
108349,-137
108350,-81
108351,-22
108352,-17
108353,-86
108354,-33
108355,36
108356,-62
108357,-70
108358,-11
108359,33
108360,-37
108361,-44
108362,35
108363,5
108364,-66
108365,1
108366,39
108367,-14
108368,-47
108369,-38
108370,33
108371,-14
108372,-47
108373,-39
108374,-13
108375,-61
108376,-27
108377,14
108378,17
108379,-66
108380,-6
108381,37
108382,-40
108383,-70
108384,-14
108385,17
108386,-74
108387,-60
108388,13
108389,1
108390,-76
108391,-26
108392,61
108393,11
108394,-38
108395,17
108396,63
108397,-50
108398,-8
108399,76
108400,43
108401,-33
108402,21
108403,39
108404,-28
108405,-97
108406,-6
108407,20
108408,-116
108409,-55
108410,47
108411,-4
108412,-89
108413,-26
108414,5
108415,-50
108416,2
108417,17
108418,41
108419,-36
108420,25
108421,18
108422,-15
108423,-49
108424,-4
108425,5
108426,-47
108427,-15
108428,23
108429,9
108430,-8
108431,50
108432,42
108433,-9
108434,-19
108435,29
108436,-1
108437,-69
108438,11
108439,1
108440,-84
108441,8
108442,47
108443,32
108444,10
108445,37
108446,30
108447,-11
108448,11
108449,38
108450,-66
108451,-74
108452,53
108453,54
108454,-17
108455,35
108456,27
108457,51
108458,-1
108459,39
108460,43
108461,-13
108462,-58
108463,1
108464,-34
108465,-70
108466,-2
108467,22
108468,30
108469,10
108470,52
108471,72
108472,-12
108473,23
108474,52
108475,-33
108476,-43
108477,33
108478,0
108479,-4
108480,30
108481,78
108482,61
108483,8
108484,15
108485,45
108486,5
108487,-17
108488,11
108489,-19
108490,6
108491,11
108492,2
108493,42
108494,21
108495,43
108496,-14
108497,56
108498,25
108499,-2
108500,27
108501,14
108502,-7
108503,28
108504,21
108505,52
108506,15
108507,28
108508,6
108509,17
108510,28
108511,21
108512,-5
108513,-20
108514,19
108515,-5
108516,-3
108517,20
108518,44
108519,30
108520,18
108521,15
108522,41
108523,41
108524,9
108525,1
108526,-26
108527,-21
108528,5
108529,-8
108530,9
108531,38
108532,67
108533,28
108534,3
108535,13
108536,17
108537,32
108538,-58
108539,-34
108540,10
108541,18
108542,21
108543,13
108544,41
108545,8
108546,27
108547,21
108548,49
108549,34
108550,40
108551,8
108552,16
108553,-17
108554,-10
108555,-3
108556,-12
108557,-12
108558,23
108559,1
108560,53
108561,0
108562,42
108563,51
108564,14
108565,48
108566,17
108567,11
108568,-1
108569,1
108570,-1
108571,3
108572,-5
108573,4
108574,6
108575,57
108576,28
108577,57
108578,33
108579,9
108580,-2
108581,32
108582,-62
108583,-34
108584,-9
108585,15
108586,40
108587,27
108588,40
108589,-7
108590,5
108591,17
108592,39
108593,11
108594,15
108595,47
108596,12
108597,15
108598,12
108599,-5
108600,12
108601,-11
108602,-6
108603,-11
108604,11
108605,-4
108606,-2
108607,24
108608,29
108609,22
108610,46
108611,52
108612,34
108613,45
108614,12
108615,45
108616,33
108617,48
108618,9
108619,0
108620,6
108621,22
108622,7
108623,12
108624,29
108625,16
108626,15
108627,-46
108628,54
108629,50
108630,73
108631,36
108632,47
108633,27
108634,48
108635,17
108636,6
108637,20
108638,5
108639,46
108640,-2
108641,26
108642,0
108643,16
108644,-44
108645,13
108646,2
108647,42
108648,30
108649,10
108650,45
108651,35
108652,12
108653,44
108654,44
108655,35
108656,39
108657,31
108658,64
108659,8
108660,51
108661,5
108662,2
108663,24
108664,-2
108665,28
108666,16
108667,28
108668,0
108669,27
108670,-42
108671,-27
108672,-104
108673,52
108674,7
108675,8
108676,53
108677,46
108678,-9
108679,78
108680,27
108681,16
108682,60
108683,112
108684,-12
108685,-16
108686,94
108687,93
108688,16
108689,90
108690,103
108691,30
108692,8
108693,143
108694,65
108695,-4
108696,100
108697,44
108698,-3
108699,62
108700,96
108701,43
108702,1
108703,128
108704,52
108705,-15
108706,74
108707,89
108708,-3
108709,33
108710,63
108711,19
108712,-14
108713,118
108714,3
108715,-82
108716,104
108717,82
108718,-15
108719,120
108720,85
108721,26
108722,-2
108723,101
108724,-51
108725,-17
108726,125
108727,2
108728,-15
108729,65
108730,32
108731,-26
108732,77
108733,64
108734,-63
108735,-5
108736,66
108737,-8
108738,-41
108739,87
108740,-21
108741,-33
108742,68
108743,27
108744,-52
108745,34
108746,85
108747,-18
108748,1
108749,107
108750,23
108751,-18
108752,46
108753,67
108754,-40
108755,15
108756,82
108757,6
108758,-52
108759,56
108760,12
108761,-44
108762,86
108763,93
108764,-31
108765,7
108766,77
108767,52
108768,-28
108769,124
108770,84
108771,-20
108772,17
108773,82
108774,-24
108775,-9
108776,59
108777,19
108778,-34
108779,28
108780,48
108781,-46
108782,-59
108783,72
108784,7
108785,-63
108786,43
108787,45
108788,-39
108789,-6
108790,109
108791,37
108792,-46
108793,17
108794,54
108795,40
108796,-37
108797,80
108798,27
108799,11
108800,-34
108801,114
108802,1
108803,-112
108804,41
108805,82
108806,10
108807,-10
108808,31
108809,63
108810,-51
108811,-65
108812,47
108813,-12
108814,-73
108815,-40
108816,7
108817,-95
108818,-73
108819,38
108820,88
108821,-74
108822,-78
108823,15
108824,-11
108825,-108
108826,-26
108827,35
108828,-48
108829,-121
108830,21
108831,53
108832,-65
108833,-52
108834,32
108835,-7
108836,-55
108837,-6
108838,53
108839,-39
108840,-39
108841,45
108842,38
108843,-24
108844,-21
108845,61
108846,20
108847,-99
108848,29
108849,96
108850,0
108851,-63
108852,20
108853,3
108854,-26
108855,-16
108856,52
108857,-24
108858,-67
108859,-38
108860,18
108861,6
108862,-7
108863,9
108864,12
108865,-18
108866,-24
108867,-11
108868,-30
108869,-37
108870,-83
108871,-17
108872,-2
108873,-48
108874,7
108875,49
108876,8
108877,-49
108878,-8
108879,-47
108880,-58
108881,-63
108882,-14
108883,-37
108884,-86
108885,-21
108886,40
108887,-39
108888,-6
108889,42
108890,-37
108891,-66
108892,-13
108893,-6
108894,-47
108895,-48
108896,-9
108897,-22
108898,-84
108899,20
108900,0
108901,-39
108902,-19
108903,-6
108904,-24
108905,-75
108906,-67
108907,-18
108908,-100
108909,-96
108910,0
108911,-4
108912,-23
108913,24
108914,-6
108915,-71
108916,-57
108917,-33
108918,-70
108919,-121
108920,-19
108921,-28
108922,-44
108923,-19
108924,-10
108925,-51
108926,-30
108927,-12
108928,-33
108929,-65
108930,-76
108931,-57
108932,-59
108933,-24
108934,-15
108935,-86
108936,-43
108937,1
108938,-4
108939,-33
108940,-23
108941,-39
108942,-34
108943,-77
108944,-32
108945,1
108946,-33
108947,-42
108948,1
108949,-25
108950,-24
108951,-12
108952,-27
108953,-40
108954,-40
108955,-75
108956,-66
108957,-51
108958,-45
108959,-29
108960,-22
108961,-22
108962,-36
108963,-8
108964,-52
108965,-55
108966,-30
108967,-53
108968,-78
108969,-66
108970,-28
108971,-59
108972,-39
108973,-62
108974,-33
108975,-18
108976,-43
108977,-72
108978,0
108979,-71
108980,-77
108981,-4
108982,-53
108983,-73
108984,-26
108985,-27
108986,-15
108987,-50
108988,-23
108989,-11
108990,-12
108991,-22
108992,1
108993,-49
108994,-24
108995,-40
108996,-61
108997,-37
108998,-88
108999,-35
109000,-43
109001,-70
109002,-43
109003,-27
109004,-41
109005,-24
109006,-46
109007,-14
109008,-38
109009,-36
109010,-40
109011,-70
109012,-57
109013,-88
109014,-62
109015,-49
109016,-35
109017,-33
109018,-27
109019,-10
109020,-41
109021,-14
109022,-64
109023,-43
109024,-28
109025,-30
109026,-51
109027,-51
109028,-93
109029,-44
109030,-38
109031,-66
109032,-45
109033,-29
109034,-57
109035,-27
109036,-2
109037,-24
109038,-18
109039,-13
109040,-16
109041,-13
109042,-21
109043,-32
109044,-52
109045,-49
109046,-75
109047,-50
109048,-38
109049,-45
109050,-41
109051,-63
109052,-25
109053,-32
109054,11
109055,-33
109056,-39
109057,-15
109058,-35
109059,-51
109060,-48
109061,-35
109062,-53
109063,-52
109064,-71
109065,-68
109066,-35
109067,-54
109068,-50
109069,-8
109070,-54
109071,-27
109072,-21
109073,-1
109074,-29
109075,22
109076,-40
109077,-46
109078,-44
109079,-39
109080,-28
109081,-29
109082,-29
109083,-41
109084,-30
109085,-89
109086,-57
109087,-89
109088,-69
109089,-65
109090,-27
109091,-45
109092,-36
109093,-65
109094,-33
109095,-53
109096,-32
109097,-56
109098,-12
109099,-13
109100,-41
109101,-41
109102,-37
109103,-30
109104,-31
109105,-17
109106,-31
109107,-41
109108,-42
109109,-23
109110,-45
109111,8
109112,-126
109113,-13
109114,-37
109115,-51
109116,-75
109117,-43
109118,-35
109119,-129
109120,-71
109121,-34
109122,-104
109123,-143
109124,-91
109125,-131
109126,-147
109127,-109
109128,-44
109129,-143
109130,-121
109131,-43
109132,-130
109133,-144
109134,-84
109135,-73
109136,-151
109137,-92
109138,-25
109139,-124
109140,-140
109141,-56
109142,-42
109143,-122
109144,-79
109145,-30
109146,-118
109147,-109
109148,-46
109149,-129
109150,-126
109151,-56
109152,-57
109153,-112
109154,-30
109155,-62
109156,-118
109157,-119
109158,-32
109159,-95
109160,-106
109161,-47
109162,-112
109163,-81
109164,-42
109165,-85
109166,-109
109167,-30
109168,-57
109169,-91
109170,-49
109171,-53
109172,-115
109173,-59
109174,-29
109175,-123
109176,-50
109177,-23
109178,-63
109179,-50
109180,-8
109181,-58
109182,-61
109183,-4
109184,-7
109185,-89
109186,5
109187,-30
109188,-112
109189,23
109190,25
109191,-96
109192,-14
109193,30
109194,-66
109195,-37
109196,34
109197,-36
109198,-20
109199,42
109200,-73
109201,-80
109202,30
109203,26
109204,-61
109205,5
109206,35
109207,-77
109208,7
109209,-11
109210,-78
109211,-50
109212,41
109213,-53
109214,-108
109215,12
109216,-66
109217,-61
109218,-35
109219,-2
109220,-119
109221,-37
109222,8
109223,-101
109224,-48
109225,11
109226,-53
109227,-51
109228,15
109229,-38
109230,-57
109231,16
109232,13
109233,-65
109234,14
109235,21
109236,-37
109237,-3
109238,32
109239,-90
109240,-49
109241,17
109242,-59
109243,-58
109244,-79
109245,-29
109246,-121
109247,3
109248,12
109249,-111
109250,-58
109251,8
109252,-83
109253,-29
109254,1
109255,-69
109256,-89
109257,11
109258,-72
109259,-59
109260,-12
109261,28
109262,-75
109263,-53
109264,34
109265,-100
109266,-73
109267,22
109268,-24
109269,-73
109270,-19
109271,-9
109272,-80
109273,-39
109274,8
109275,-74
109276,-8
109277,-4
109278,-94
109279,-48
109280,16
109281,11
109282,-66
109283,22
109284,32
109285,-74
109286,5
109287,47
109288,-38
109289,-94
109290,36
109291,20
109292,-29
109293,22
109294,40
109295,-57
109296,-17
109297,9
109298,-77
109299,-31
109300,29
109301,-19
109302,7
109303,78
109304,53
109305,4
109306,51
109307,42
109308,-49
109309,12
109310,-1
109311,-70
109312,-28
109313,21
109314,59
109315,-5
109316,56
109317,46
109318,-10
109319,18
109320,64
109321,-43
109322,6
109323,9
109324,-17
109325,-46
109326,16
109327,18
109328,-57
109329,84
109330,39
109331,-15
109332,-38
109333,8
109334,5
109335,-1
109336,11
109337,-13
109338,-36
109339,-4
109340,56
109341,58
109342,18
109343,66
109344,63
109345,-18
109346,16
109347,48
109348,-26
109349,-49
109350,16
109351,36
109352,-21
109353,11
109354,84
109355,73
109356,13
109357,64
109358,58
109359,-16
109360,-6
109361,52
109362,25
109363,-25
109364,5
109365,78
109366,39
109367,29
109368,22
109369,13
109370,21
109371,21
109372,-58
109373,4
109374,17
109375,22
109376,-13
109377,8
109378,-5
109379,49
109380,33
109381,95
109382,49
109383,-7
109384,14
109385,41
109386,28
109387,-24
109388,-5
109389,32
109390,19
109391,45
109392,40
109393,30
109394,13
109395,34
109396,22
109397,7
109398,15
109399,6
109400,15
109401,27
109402,20
109403,28
109404,29
109405,52
109406,41
109407,20
109408,23
109409,47
109410,5
109411,21
109412,-10
109413,2
109414,17
109415,18
109416,74
109417,24
109418,80
109419,19
109420,33
109421,-69
109422,-23
109423,43
109424,59
109425,46
109426,2
109427,6
109428,32
109429,9
109430,55
109431,29
109432,1
109433,51
109434,26
109435,60
109436,2
109437,52
109438,3
109439,-26
109440,24
109441,18
109442,27
109443,24
109444,49
109445,32
109446,29
109447,29
109448,43
109449,30
109450,14
109451,8
109452,20
109453,-7
109454,13
109455,7
109456,8
109457,22
109458,-4
109459,47
109460,34
109461,49
109462,13
109463,68
109464,-33
109465,-38
109466,-10
109467,39
109468,25
109469,15
109470,24
109471,41
109472,5
109473,12
109474,0
109475,31
109476,27
109477,51
109478,37
109479,35
109480,62
109481,29
109482,34
109483,31
109484,7
109485,28
109486,31
109487,36
109488,20
109489,7
109490,12
109491,23
109492,17
109493,25
109494,33
109495,25
109496,44
109497,29
109498,41
109499,48
109500,46
109501,50
109502,23
109503,32
109504,23
109505,17
109506,14
109507,-3
109508,19
109509,-28
109510,17
109511,43
109512,77
109513,63
109514,40
109515,44
109516,31
109517,46
109518,34
109519,52
109520,48
109521,23
109522,34
109523,31
109524,29
109525,8
109526,-25
109527,-6
109528,-2
109529,11
109530,-1
109531,13
109532,-1
109533,46
109534,60
109535,18
109536,31
109537,34
109538,7
109539,61
109540,51
109541,54
109542,16
109543,16
109544,26
109545,48
109546,35
109547,50
109548,28
109549,47
109550,16
109551,23
109552,-6
109553,-12
109554,49
109555,16
109556,44
109557,41
109558,14
109559,46
109560,12
109561,6
109562,55
109563,33
109564,11
109565,96
109566,86
109567,16
109568,45
109569,97
109570,15
109571,31
109572,108
109573,42
109574,12
109575,97
109576,48
109577,-10
109578,95
109579,36
109580,0
109581,76
109582,82
109583,5
109584,33
109585,72
109586,-20
109587,30
109588,88
109589,7
109590,-15
109591,102
109592,22
109593,-16
109594,58
109595,44
109596,-106
109597,1
109598,79
109599,-25
109600,38
109601,119
109602,27
109603,-13
109604,119
109605,50
109606,0
109607,95
109608,56
109609,-34
109610,66
109611,89
109612,3
109613,17
109614,91
109615,53
109616,-46
109617,128
109618,47
109619,-15
109620,81
109621,95
109622,-15
109623,42
109624,100
109625,-18
109626,11
109627,96
109628,47
109629,-32
109630,66
109631,72
109632,-23
109633,57
109634,112
109635,29
109636,-8
109637,75
109638,8
109639,-37
109640,56
109641,-22
109642,-142
109643,61
109644,117
109645,-18
109646,3
109647,90
109648,-5
109649,-58
109650,108
109651,42
109652,-67
109653,13
109654,73
109655,-36
109656,-63
109657,80
109658,11
109659,-50
109660,65
109661,22
109662,-36
109663,39
109664,65
109665,-29
109666,-4
109667,110
109668,5
109669,-28
109670,82
109671,52
109672,-22
109673,110
109674,28
109675,-60
109676,30
109677,54
109678,-38
109679,-48
109680,89
109681,-29
109682,-94
109683,84
109684,-18
109685,-176
109686,38
109687,-8
109688,-14
109689,13
109690,43
109691,-36
109692,-2
109693,64
109694,17
109695,-58
109696,40
109697,22
109698,-26
109699,-13
109700,81
109701,18
109702,-38
109703,36
109704,33
109705,-40
109706,-15
109707,73
109708,-21
109709,-40
109710,34
109711,25
109712,-51
109713,-26
109714,48
109715,-32
109716,-85
109717,2
109718,38
109719,-50
109720,-69
109721,-2
109722,3
109723,-33
109724,-8
109725,24
109726,-30
109727,-57
109728,54
109729,-28
109730,-115
109731,-44
109732,93
109733,7
109734,-4
109735,77
109736,16
109737,-39
109738,-33
109739,7
109740,-20
109741,-78
109742,0
109743,-20
109744,-46
109745,-46
109746,27
109747,45
109748,-38
109749,26
109750,50
109751,37
109752,-33
109753,-13
109754,-4
109755,-84
109756,-48
109757,5
109758,-37
109759,3
109760,36
109761,35
109762,5
109763,2
109764,13
109765,-19
109766,-68
109767,-44
109768,-37
109769,-34
109770,-66
109771,4
109772,-7
109773,-98
109774,-28
109775,-8
109776,52
109777,-1
109778,-17
109779,-22
109780,-64
109781,-107
109782,-26
109783,-17
109784,-47
109785,-1
109786,19
109787,9
109788,-24
109789,0
109790,-31
109791,-114
109792,-56
109793,-64
109794,-73
109795,-61
109796,44
109797,4
109798,-14
109799,4
109800,-12
109801,-75
109802,-14
109803,0
109804,-68
109805,-92
109806,-24
109807,-36
109808,-67
109809,-41
109810,0
109811,-42
109812,-7
109813,7
109814,-54
109815,-26
109816,-16
109817,-32
109818,-87
109819,-71
109820,7
109821,-1
109822,36
109823,33
109824,-26
109825,-22
109826,-28
109827,-44
109828,-45
109829,-88
109830,-43
109831,-44
109832,-68
109833,-29
109834,-27
109835,-6
109836,-33
109837,-46
109838,-18
109839,-42
109840,-29
109841,-7
109842,-21
109843,-21
109844,-10
109845,-64
109846,-40
109847,-4
109848,-31
109849,-29
109850,-47
109851,11
109852,-38
109853,-69
109854,-58
109855,-46
109856,-66
109857,-36
109858,-42
109859,-56
109860,-49
109861,-3
109862,-124
109863,21
109864,-6
109865,14
109866,-8
109867,-11
109868,-36
109869,-38
109870,-38
109871,-58
109872,-56
109873,-39
109874,-4
109875,-17
109876,-34
109877,-10
109878,-27
109879,-10
109880,-17
109881,-46
109882,-69
109883,-49
109884,-53
109885,-55
109886,-55
109887,-76
109888,-38
109889,-41
109890,2
109891,9
109892,-49
109893,-51
109894,-42
109895,-12
109896,-17
109897,-24
109898,-37
109899,-27
109900,-27
109901,-55
109902,-57
109903,-24
109904,-72
109905,-70
109906,-34
109907,-9
109908,-8
109909,-38
109910,-7
109911,-28
109912,-40
109913,1
109914,9
109915,-35
109916,-36
109917,-42
109918,-54
109919,-50
109920,-32
109921,-20
109922,-31
109923,-29
109924,-30
109925,-15
109926,1
109927,0
109928,-49
109929,-49
109930,-38
109931,-32
109932,-45
109933,-44
109934,-74
109935,-42
109936,-16
109937,-42
109938,-25
109939,-17
109940,-41
109941,-14
109942,-8
109943,15
109944,-13
109945,-20
109946,-12
109947,-54
109948,4
109949,-58
109950,-89
109951,-85
109952,-33
109953,-58
109954,-45
109955,-31
109956,-55
109957,-24
109958,-20
109959,-50
109960,-35
109961,-18
109962,-7
109963,-27
109964,-18
109965,-20
109966,-33
109967,-11
109968,-17
109969,-36
109970,-18
109971,-35
109972,-42
109973,-41
109974,-47
109975,-20
109976,-76
109977,-68
109978,-49
109979,-43
109980,-58
109981,-35
109982,-62
109983,-45
109984,-9
109985,-38
109986,-34
109987,-27
109988,-57
109989,-69
109990,-42
109991,-19
109992,-6
109993,-64
109994,-79
109995,-56
109996,-14
109997,-43
109998,-30
109999,-4
110000,-10
110001,-91
110002,-84
110003,-21
110004,-78
110005,-107
110006,-45
110007,-44
110008,-63
110009,-81
110010,0
110011,-103
110012,-80
110013,-12
110014,-78
110015,-67
110016,-27
110017,-42
110018,-108
110019,-63
110020,-16
110021,-112
110022,-106
110023,-1
110024,-80
110025,-79
110026,-23
110027,-52
110028,-140
110029,-30
110030,-28
110031,-98
110032,-52
110033,-9
110034,-124
110035,-92
110036,5
110037,-12
110038,-148
110039,-99
110040,-63
110041,-55
110042,-9
110043,16
110044,-55
110045,-36
110046,31
110047,-73
110048,-25
110049,-15
110050,-20
110051,-114
110052,-21
110053,-10
110054,-87
110055,-35
110056,34
110057,-72
110058,-41
110059,27
110060,-16
110061,-86
110062,27
110063,9
110064,-94
110065,-35
110066,-6
110067,-74
110068,-82
110069,18
110070,-64
110071,-87
110072,-22
110073,11
110074,-87
110075,-8
110076,7
110077,-95
110078,-21
110079,36
110080,-114
110081,-60
110082,-35
110083,-67
110084,-73
110085,11
110086,-1
110087,-82
110088,-12
110089,24
110090,-49
110091,-47
110092,27
110093,-30
110094,-56
110095,19
110096,15
110097,-83
110098,2
110099,12
110100,-84
110101,-36
110102,65
110103,-42
110104,-58
110105,44
110106,43
110107,-73
110108,-16
110109,-5
110110,-70
110111,-77
110112,-10
110113,-17
110114,-144
110115,-61
110116,-11
110117,-107
110118,-89
110119,-23
110120,-44
110121,-94
110122,1
110123,26
110124,-63
110125,-8
110126,-23
110127,-66
110128,-34
110129,40
110130,61
110131,-1
110132,24
110133,54
110134,-24
110135,-39
110136,53
110137,-1
110138,-36
110139,31
110140,43
110141,-8
110142,-13
110143,45
110144,25
110145,-35
110146,33
110147,79
110148,-18
110149,-9
110150,39
110151,-27
110152,-20
110153,65
110154,-21
110155,-18
110156,20
110157,38
110158,-33
110159,24
110160,42
110161,-76
110162,2
110163,12
110164,-36
110165,-37
110166,47
110167,-20
110168,-60
110169,2
110170,-82
110171,-93
110172,-47
110173,49
110174,-106
110175,20
110176,43
110177,-17
110178,46
110179,90
110180,3
110181,-17
110182,0
110183,-36
110184,-30
110185,33
110186,-31
110187,-39
110188,29
110189,25
110190,-18
110191,54
110192,57
110193,3
110194,77
110195,37
110196,-39
110197,2
110198,26
110199,-37
110200,-49
110201,19
110202,1
110203,4
110204,53
110205,83
110206,38
110207,68
110208,52
110209,-40
110210,9
110211,5
110212,-48
110213,-20
110214,-38
110215,-56
110216,-13
110217,81
110218,68
110219,31
110220,52
110221,42
110222,17
110223,2
110224,-3
110225,-53
110226,47
110227,33
110228,25
110229,45
110230,46
110231,44
110232,49
110233,58
110234,2
110235,-14
110236,7
110237,-8
110238,-34
110239,60
110240,51
110241,27
110242,90
110243,31
110244,42
110245,49
110246,48
110247,-4
110248,0
110249,-8
110250,2
110251,8
110252,36
110253,2
110254,53
110255,47
110256,10
110257,-9
110258,5
110259,-18
110260,-77
110261,43
110262,14
110263,-2
110264,47
110265,46
110266,24
110267,53
110268,38
110269,27
110270,-5
110271,6
110272,-6
